word_type,word_subtype,word_devanagari,gender,meaning_pt,meaning_es,meaning_en,itrans,iast,harvard_kyoto,is_published,order_index
"substantive","adjective","नील","","Azul","Azul","Blue","nIla","nīla","nIla","true","164"
"substantive","noun","नृप","masculine","Rei","Rey","King","nRRipa","nṛpa","nRpa","true","165"
"substantive","noun","नृपति","masculine","Rei","Rey","King","nRRipati","nṛpati","nRpati","true","166"
"substantive","noun","नेतृ","masculine","Líder","Líder","Leader","netRRi","netṛ","netR","true","167"
"substantive","noun","नेत्र","neuter","Olho","Ojo","Eye","netram","netram","netram","true","168"
"substantive","noun","पत्नी","feminine","Esposa","Esposa","Wife","patnI","patnī","patnI","true","169"
"substantive","noun","पत्र","neuter","Folha","Hoja","Leaf","patram","patram","patram","true","170"
"substantive","adjective","पथ्य","","Bom/saudável","Bueno/saludable","Good/healthy","pathya","pathya","pathya","true","171"
"substantive","noun","पद्म","neuter","Lótus","Loto","Lotus","padmam","padmam","padmam","true","172"
"substantive","noun","पय","neuter","Água Leite","Agua, leche","Water Milk","payam paya)","payam paya)","payam paya)","true","173"
"substantive","noun","परशु","masculine","Machado","Hacha","Axe","parashu","paraśu","parazu","true","174"
"substantive","noun","परिव्राज्","masculine","Mendigo","Mendigo","Beggar","parivrAj parivrAT)","parivrāj parivrāṭ)","parivrAj parivrAT)","true","175"
"substantive","noun","परिषद्","feminine","Assembleia","Asamblea","Assembly","pariShad pariShat)","pariṣad pariṣat)","pariSad pariSat)","true","176"
"substantive","noun","पर्वत","masculine","Montanha","Montaña","Mountain","parvata","parvata","parvata","true","177"
"substantive","noun","पवन","masculine","Vento/Ar","Viento/Aire","Wind/Air","pavana","pavana","pavana","true","178"
"substantive","noun","पशु","masculine","Besta, Animal","Bestia, animal","Beast Animal","pashu","paśu","pazu","true","179"
"substantive","noun","पाणि","masculine","Mão","Mano","Hand","pANi","pāṇi","pANi","true","180"
"substantive","noun","पात्र","neuter","Copo","Vaso","Glass","pAtram","pātram","pAtram","true","181"
"substantive","noun","पाप","neuter","Pāpa (resultado negativo de uma ação)","Pāpa (resultado negativo de una acción)","Pāpa (negative result of an action)","pApa","pāpa","pApa","true","182"
"substantive","noun","पारिषद","masculine","Cortesão","Cortesano","Courtier","pAriShada","pāriṣada","pAriSada","true","183"
"substantive","noun","पितृ","masculine","Pai","Padre","Father","pitRRi","pitṛ","pitR","true","184"
"substantive","adjective","पीत","","Amarelo","Amarillo","Yellow","pIta","pīta","pIta","true","185"
"substantive","adjective","पीन","","Gordo","Gordo","Fat","pIna","pīna","pIna","true","186"
"substantive","noun","पुण्य","neuter","Virtude, mérito, puṇya","Virtud, mérito, puṇya","Virtue, merit, puṇya","puNya","puṇya","puNya","true","187"
"substantive","noun","पुत्र","masculine","Filho","Hijo","Son","putra","putra","putra","true","188"
"substantive","noun","पुरुषकार","masculine","Humano Esforço","Esfuerzo humano","Human Effort","puruShakAra","puruṣakāra","puruSakAra","true","189"
"substantive","noun","पुस्तक","neuter","Livro","Libro","Book","pustakam","pustakam","pustakam","true","190"
"substantive","noun","पृथिवी","feminine","Terra","Tierra","Earth","pRRithivI","pṛthivī","pRthivI","true","191"
"substantive","noun","प्रतिपत्ति","feminine","Fama","Fama","Fame","pratipatti","pratipatti","pratipatti","true","192"
"substantive","noun","प्रभु","masculine","Senhor, Mestre","Señor, Maestro","Lord, Master","prabhu","prabhu","prabhu","true","193"
"substantive","adjective","प्रसन्न","","Favorável, Claro","Favorable, claro","Favorable, clear","prasanna","prasanna","prasanna","true","194"
"substantive","noun","प्रसाद","masculine","Favor","Favor","Favor","prasAda","prasāda","prasAda","true","195"
"substantive","noun","प्रावृष्","feminine","Estação chuvosa","Temporada de lluvias","Rainy season","prAvRRiSh prAvRRiT)","prāvṛṣ prāvṛṭ)","prAvRS prAvRT)","true","196"
"substantive","noun","प्रासाद","masculine","Palácio","Palacio","Palace","prAsAda","prāsāda","prAsAda","true","197"
"substantive","noun","प्रीति","feminine","Afeição","Afecto","Affection","prIti","prīti","prIti","true","198"
"substantive","noun","फल","neuter","Fruta","Fruta","Fruit","phala","phala","phala","true","199"
"substantive","noun","बन्धु","masculine","Parente, irmão","Pariente, hermano","Relative, brother","bandhu","bandhu","bandhu","true","200"
"substantive","noun","बल","neuter","Força","Fuerza","Strength","balam","balam","balam","true","201"
"substantive","adjective","बहु","","Muito","Mucho","Much","bahu","bahu","bahu","true","202"
"substantive","noun","बाल","masculine","Criança, menino","Niño","Child","bAla","bāla","bAla","true","203"
"substantive","noun","बालिका","feminine","Menina","Niña","Girl","bAlikA","bālikā","bAlikA","true","204"
"substantive","noun","बाहु","masculine","Braço","Brazo","Arm","bAhu","bāhu","bAhu","true","205"
"substantive","noun","बिन्दु","masculine","Gota","Gota","Drop","bindu","bindu","bindu","true","206"
"substantive","noun","भक्ति","feminine","Devoção","Devoción","Devotion","bhakti","bhakti","bhakti","true","207"
"substantive","noun","भगिनी","feminine","Irmã","Hermana","Sister","bhaginI","bhaginī","bhaginI","true","208"
"substantive","noun","भय","neuter","Medo","Miedo","Fear","bhayam","bhayam","bhayam","true","209"
"substantive","noun","भर्तृ","masculine","Marido","Esposo Esposo","Husband","bhartRRi bhartA)","bhartṛ bhartā)","bhartR bhartA)","true","210"
"substantive","noun","भार","masculine","Fardo, peso","Carga, peso","Burden, weight","bhAra","bhāra","bhAra","true","211"
"substantive","noun","भार्या","feminine","Esposa","Esposa","Wife","bhAryA","bhāryā","bhAryA","true","212"
"substantive","noun","भार्या","feminine","Esposa","Esposa","Wife","bhAryA","bhāryā","bhAryA","true","213"
"substantive","noun","भाषा","feminine","Discurso, Ensinamento","Discurso, Enseñanza","Speech, Teaching","bhAShA","bhāṣā","bhASA","true","214"
"substantive","noun","भिषज्","masculine","Doutor","Doctor","Doctor","bhiShaj bhiShak)","bhiṣaj bhiṣak)","bhiSaj bhiSak)","true","215"
"substantive","noun","भूभृत्","masculine","Rei","Rey","King","bhUbhRRit","bhūbhṛt","bhUbhRt","true","216"
"substantive","noun","भूमि","feminine","Terra","Tierra","Earth","bhUmi","bhūmi","bhUmi","true","217"
"substantive","noun","भूषण","neuter","Ornamento, ornamento, decoração","Adorno, ornamento, decoración","Ornament, ornament, decoration","bhUShaNa","bhūṣaṇa","bhUSaNa","true","218"
"substantive","noun","भ्रातृ","masculine","Irmão","Hermano","Brother","bhrAtRRi","bhrātṛ","bhrAtR","true","219"
"substantive","noun","मति","feminine","Mente","Mente","Mind","mati","mati","mati","true","220"
"substantive","noun","मधु","neuter","Mel","Miel","Honey","madhu","madhu","madhu","true","221"
"substantive","noun","मनस्","neuter","Mente","Mente","Mind","manas mana)","manas mana)","manas mana)","true","222"
"substantive","noun","मनोरथ","masculine","Desejo","Deseo","Desire","manoratha","manoratha","manoratha","true","223"
"substantive","noun","मन्दिर","neuter","Templo","Templo","Temple","mandiram","mandiram","mandiram","true","224"
"substantive","noun","मरुत्","masculine","Vento","Viento","Wind","marut","marut","marut","true","225"
"substantive","noun","मलहारक","masculine","Varredor","Barrendero","Sweeper","malahAraka","malahāraka","malahAraka","true","226"
"substantive","noun","महाराज","masculine","Grande Rei","Gran Rey","Great King","mahArAja","mahārāja","mahArAja","true","227"
"substantive","noun","मातृ","feminine","Mãe","Madre","Mother","mAtRRi","mātṛ","mAtR","true","228"
"substantive","noun","मानुष","masculine","Homem","Hombre","Man","mAnuSha","mānuṣa","mAnuSa","true","229"
"substantive","noun","माला","feminine","Guirlanda","Guirnalda","Garland","mAlA","mālā","mAlA","true","230"
"substantive","noun","मांस","neuter","Carne","Carne","Flesh","mAMsam","māṃsam","mAMsam","true","231"
"substantive","noun","मित्र","neuter","Amigo","Amigo","Friend","mitra","mitra","mitra","true","232"
"substantive","noun","मुक्ति","feminine","Salvação","Salvación","Salvation","mukti","mukti","mukti","true","233"
"substantive","noun","मुख","neuter","Boca","Boca","Mouth","mukham","mukham","mukham","true","234"
"substantive","noun","मुद्रा","feminine","Selo, Moeda","Sello, Moneda","Seal, Coin","mudrA","mudrā","mudrA","true","235"
"substantive","noun","मुनि","masculine","Sábio","Sabio","Sage","muni","muni","muni","true","236"
"substantive","noun","मृग","masculine","Veado","Ciervo","Deer","mRRiga","mṛga","mRga","true","237"
"substantive","adjective","मृत","","Morto","Muerto","Dead","mRRita","mṛta","mRta","true","238"
"substantive","noun","मृत्यु","masculine","Morte","Muerte","Death","mRRityu","mṛtyu","mRtyu","true","239"
"substantive","adjective","मृदु","","Suave","Suave","Soft","mRRidu","mṛdu","mRdu","true","240"
"substantive","noun","मेघ","masculine","Nuvem","Nube","Cloud","megha","megha","megha","true","241"
"substantive","noun","मोह","masculine","Ilusão","Ilusión","Illusion","moha","moha","moha","true","242"
"substantive","noun","यशस्","neuter","Fama","Fama","Fame","yashas yasha)","yaśas yaśa)","yazas yaza)","true","243"
"substantive","noun","योग","masculine","Yoga","Yoga","Yoga","yoga","yoga","yoga","true","244"
"substantive","adjective","रक्त","","Vermelho","Rojo","Red","rakta","rakta","rakta","true","245"
"substantive","noun","रघु","masculine","Raghu","Raghu","Raghu","raghu","raghu","raghu","true","246"
"substantive","noun","रज्जु","feminine","Corda","Cuerda","Rope","rajju","rajju","rajju","true","247"
"substantive","noun","रत्न","neuter","Joia","Joya","Jewel","ratnam","ratnam","ratnam","true","248"
"substantive","noun","रथ","masculine","Carruagem, carroça","Carruaje, carro","Chariot, wagon","ratha","ratha","ratha","true","249"
"substantive","noun","रम्भा","feminine","Banana","Árbol de plátano","Tree Banana","rambhA","rambhā","rambhA","true","250"
"substantive","noun","रवि","masculine","Sol","Sol","Sun","ravi","ravi","ravi","true","251"
"substantive","noun","रश्मि","masculine","Relâmpago","Rayo","Lightning","rashmi","raśmi","razmi","true","252"
"substantive","noun","राज्ञी","feminine","Rainha","Reina","Queen","rAj~nI","rājñī","rAjJI","true","253"
"substantive","noun","रात्रि","feminine","Noite","Noche","Night","rAtri","rātri","rAtri","true","254"
"substantive","noun","राम","masculine","Rāma","Rāma","Rāma","rAma","rāma","rAma","true","255"
